NAME,X,Y,X-scaled,Y-scaled,label,top_level_cell_type,sub_level_cell_type
5252,19580,10765,5874,3230,13months-control-replicate_2,Oligo,Oligo1
5253,13427,10760,4028,3228,13months-control-replicate_2,CA1,CA1-Ex
5254,3726,10755,1118,3227,13months-control-replicate_2,Inh,Lamp5
5255,1396,10756,419,3227,13months-control-replicate_2,Astro,Astro2
5256,13982,10759,4195,3228,13months-control-replicate_2,CA1,CA1-Ex
5257,14169,10753,4251,3226,13months-control-replicate_2,CA1,CA1-Ex
5258,1860,10767,558,3231,13months-control-replicate_2,Oligo,Oligo1
5259,5461,10742,1639,3223,13months-control-replicate_2,CTX-Ex,CTX-Ex4
5260,14641,10747,4393,3225,13months-control-replicate_2,CA1,CA1-Ex
5261,14960,10742,4488,3223,13months-control-replicate_2,Astro,Astro2
5262,1033,10746,310,3224,13months-control-replicate_2,Oligo,Oligo1
5263,7706,10736,2312,3221,13months-control-replicate_2,Astro,Astro1
5264,12596,10745,3779,3224,13months-control-replicate_2,Endo,Endo3
5265,7878,10730,2364,3219,13months-control-replicate_2,Micro,Micro1
5266,491,10721,148,3217,13months-control-replicate_2,Oligo,Oligo1
5267,4985,10734,1496,3221,13months-control-replicate_2,CA1,CA1-Ex
5268,14483,10718,4345,3216,13months-control-replicate_2,CA1,CA1-Ex
5269,18437,10716,5531,3215,13months-control-replicate_2,Astro,Astro2
5270,574,10722,173,3217,13months-control-replicate_2,Oligo,Oligo1
5271,13857,10725,4157,3218,13months-control-replicate_2,CA1,CA1-Ex
5272,5294,10710,1589,3213,13months-control-replicate_2,CA1,CA1-Ex
5273,13517,10714,4055,3215,13months-control-replicate_2,CA1,CA1-Ex
5274,7556,10711,2267,3214,13months-control-replicate_2,Endo,Endo1
5275,5198,10699,1560,3210,13months-control-replicate_2,CA1,CA1-Ex
5276,2615,10694,785,3209,13months-control-replicate_2,Astro,Astro2
5277,14336,10687,4301,3207,13months-control-replicate_2,CA1,CA1-Ex
5278,13739,10693,4122,3208,13months-control-replicate_2,CA1,CA1-Ex
5279,4424,10688,1328,3207,13months-control-replicate_2,Astro,Astro2
5280,5551,10679,1666,3204,13months-control-replicate_2,CA1,CA1-Ex
5281,13641,10678,4093,3204,13months-control-replicate_2,CA1,CA1-Ex
5282,12039,10674,3612,3203,13months-control-replicate_2,Astro,Astro1
5283,13088,10674,3927,3203,13months-control-replicate_2,CTX-Ex,CTX-Ex2
5284,1724,10688,518,3207,13months-control-replicate_2,Oligo,Oligo1
5285,4713,10677,1414,3204,13months-control-replicate_2,CA1,CA1-Ex
5286,1093,10666,328,3200,13months-control-replicate_2,Oligo,Oligo1
5287,13985,10667,4196,3201,13months-control-replicate_2,CA1,CA1-Ex
5288,5390,10653,1617,3196,13months-control-replicate_2,Inh,Cnr1
5289,4838,10688,1452,3207,13months-control-replicate_2,CA1,CA1-Ex
5290,1466,10660,440,3198,13months-control-replicate_2,Oligo,Oligo1
5291,4503,10660,1351,3198,13months-control-replicate_2,Astro,Astro1
5292,14068,10671,4221,3202,13months-control-replicate_2,CA1,CA1-Ex
5293,5058,10654,1518,3197,13months-control-replicate_2,CA1,CA1-Ex
5294,4936,10640,1481,3192,13months-control-replicate_2,CA1,CA1-Ex
5295,13836,10644,4151,3194,13months-control-replicate_2,CA1,CA1-Ex
5296,1608,10646,483,3194,13months-control-replicate_2,Oligo,Oligo1
5297,1189,10635,357,3191,13months-control-replicate_2,Oligo,Oligo1
5298,10253,10634,3076,3191,13months-control-replicate_2,Astro,Astro1
5299,13927,10637,4178,3192,13months-control-replicate_2,CTX-Ex,CTX-Ex1
5300,14183,10637,4255,3192,13months-control-replicate_2,CA1,CA1-Ex
5301,14487,10620,4346,3186,13months-control-replicate_2,CA1,CA1-Ex
5302,4278,10622,1284,3187,13months-control-replicate_2,Endo,Endo2
5303,1524,10607,458,3183,13months-control-replicate_2,Micro,Micro2
5304,1419,10602,426,3181,13months-control-replicate_2,Oligo,Oligo2
5305,18578,10600,5574,3180,13months-control-replicate_2,Oligo,Oligo1
5306,5134,10605,1541,3182,13months-control-replicate_2,CA1,CA1-Ex
5307,11520,10599,3456,3180,13months-control-replicate_2,SMC,S5
5308,13749,10590,4125,3177,13months-control-replicate_2,CA1,CA1-Ex
5309,18426,10600,5528,3180,13months-control-replicate_2,Oligo,Oligo1
5310,6310,10594,1893,3179,13months-control-replicate_2,OPC,OPC
5311,4634,10595,1391,3179,13months-control-replicate_2,CA1,CA1-Ex
5312,916,10583,275,3175,13months-control-replicate_2,Oligo,Oligo1
5313,1128,10592,339,3178,13months-control-replicate_2,Oligo,Oligo1
5314,14367,10588,4310,3177,13months-control-replicate_2,CA1,CA1-Ex
5315,13591,10587,4078,3177,13months-control-replicate_2,Endo,Endo1
5316,14896,10591,4469,3178,13months-control-replicate_2,Inh,Lamp5
5317,4522,10573,1357,3172,13months-control-replicate_2,CA1,CA1-Ex
5318,14631,10589,4390,3177,13months-control-replicate_2,CA1,CA1-Ex
5319,14029,10573,4209,3172,13months-control-replicate_2,CA1,CA1-Ex
5320,13471,10576,4042,3173,13months-control-replicate_2,CA2,CA2-Ex
5321,13886,10562,4166,3169,13months-control-replicate_2,CA1,CA1-Ex
5322,11440,10565,3432,3170,13months-control-replicate_2,SMC,S4
5323,3585,10538,1076,3162,13months-control-replicate_2,Astro,Astro2
5324,5214,10541,1565,3163,13months-control-replicate_2,CA1,CA1-Ex
5325,14225,10547,4268,3165,13months-control-replicate_2,CA1,CA1-Ex
5326,4870,10546,1461,3164,13months-control-replicate_2,CA1,CA1-Ex
5327,1095,10540,329,3162,13months-control-replicate_2,Oligo,Oligo1
5328,5336,10526,1601,3158,13months-control-replicate_2,CA1,CA1-Ex
5329,14777,10545,4433,3164,13months-control-replicate_2,CA1,CA1-Ex
5330,5052,10528,1516,3159,13months-control-replicate_2,CA1,CA1-Ex
5331,4742,10537,1423,3162,13months-control-replicate_2,CA1,CA1-Ex
5332,14120,10515,4236,3155,13months-control-replicate_2,CA1,CA1-Ex
5333,4395,10518,1319,3156,13months-control-replicate_2,CA1,CA1-Ex
5334,5701,10505,1711,3152,13months-control-replicate_2,OPC,OPC
5335,18005,10500,5402,3150,13months-control-replicate_2,Oligo,Oligo2
5336,14311,10500,4294,3150,13months-control-replicate_2,CA1,CA1-Ex
5337,18704,10494,5612,3149,13months-control-replicate_2,Oligo,Oligo1
5338,14548,10492,4365,3148,13months-control-replicate_2,CA1,CA1-Ex
5339,13954,10492,4187,3148,13months-control-replicate_2,CA1,CA1-Ex
5340,17879,10491,5364,3148,13months-control-replicate_2,Astro,Astro2
5341,1232,10491,370,3148,13months-control-replicate_2,Oligo,Oligo1
5342,13759,10500,4128,3150,13months-control-replicate_2,CA1,CA1-Ex
5343,13097,10485,3929,3146,13months-control-replicate_2,Astro,Astro1
5344,1116,10473,335,3142,13months-control-replicate_2,Oligo,Oligo1
5345,14436,10471,4331,3142,13months-control-replicate_2,CA1,CA1-Ex
5346,13850,10475,4155,3143,13months-control-replicate_2,CA1,CA1-Ex
5347,4468,10468,1341,3141,13months-control-replicate_2,CA1,CA1-Ex
5348,4958,10475,1488,3143,13months-control-replicate_2,CA1,CA1-Ex
5349,14036,10458,4211,3138,13months-control-replicate_2,DG,DG
5350,4822,10452,1447,3136,13months-control-replicate_2,CA1,CA1-Ex
5351,7132,10453,2140,3136,13months-control-replicate_2,Endo,Endo1
5352,4624,10468,1388,3141,13months-control-replicate_2,CA1,CA1-Ex
5353,14673,10450,4402,3135,13months-control-replicate_2,Inh,Pvalb
5354,15877,10478,4763,3144,13months-control-replicate_2,Inh,Cnr1
5355,10044,10437,3014,3132,13months-control-replicate_2,Micro,Micro1
5356,4533,10442,1360,3133,13months-control-replicate_2,CA2,CA2-Ex
5357,2200,10483,660,3145,13months-control-replicate_2,Inh,Lamp5
5358,4283,10435,1285,3131,13months-control-replicate_2,CA1,CA1-Ex
5359,2108,10434,633,3131,13months-control-replicate_2,Endo,Endo1
5360,4723,10421,1417,3127,13months-control-replicate_2,CA1,CA1-Ex
5361,14246,10422,4274,3127,13months-control-replicate_2,CA1,CA1-Ex
5362,5148,10424,1545,3128,13months-control-replicate_2,CA1,CA1-Ex
5363,14852,10407,4456,3123,13months-control-replicate_2,CA1,CA1-Ex
5364,5633,10401,1690,3121,13months-control-replicate_2,Astro,Astro1
5365,5042,10393,1513,3118,13months-control-replicate_2,CA1,CA1-Ex
5366,14139,10387,4242,3117,13months-control-replicate_2,CA1,CA1-Ex
5367,9616,10379,2885,3114,13months-control-replicate_2,SMC,S4
5368,4568,10356,1371,3107,13months-control-replicate_2,CA1,CA1-Ex
5369,17557,10361,5267,3109,13months-control-replicate_2,Micro,Micro1
5370,14025,10364,4208,3110,13months-control-replicate_2,CA2,CA2-Ex
5371,4932,10367,1480,3111,13months-control-replicate_2,CA1,CA1-Ex
5372,4372,10363,1312,3109,13months-control-replicate_2,CA1,CA1-Ex
5373,4050,10364,1215,3110,13months-control-replicate_2,CA1,CA1-Ex
5374,15859,10365,4758,3110,13months-control-replicate_2,Inh,Cnr1
5375,14598,10343,4380,3103,13months-control-replicate_2,CA1,CA1-Ex
5376,14373,10353,4312,3106,13months-control-replicate_2,CA1,CA1-Ex
5377,4659,10351,1398,3106,13months-control-replicate_2,CA1,CA1-Ex
5378,4837,10326,1451,3098,13months-control-replicate_2,CA1,CA1-Ex
5379,2240,10342,672,3103,13months-control-replicate_2,Inh,Pvalb
5380,1304,10333,392,3100,13months-control-replicate_2,Oligo,Oligo3
5381,4465,10318,1340,3096,13months-control-replicate_2,CA1,CA1-Ex
5382,14483,10338,4345,3102,13months-control-replicate_2,CA1,CA1-Ex
5383,15134,10328,4541,3099,13months-control-replicate_2,CA1,CA1-Ex
5384,1050,10318,315,3096,13months-control-replicate_2,Astro,Astro3
5385,14245,10319,4274,3096,13months-control-replicate_2,CA1,CA1-Ex
5386,13890,10311,4167,3094,13months-control-replicate_2,CTX-Ex,CTX-Ex2
5387,575,10307,173,3093,13months-control-replicate_2,Oligo,Oligo1
5388,14718,10308,4416,3093,13months-control-replicate_2,CA1,CA1-Ex
5389,4754,10284,1427,3086,13months-control-replicate_2,CA1,CA1-Ex
5390,4178,10320,1254,3096,13months-control-replicate_2,CA1,CA1-Ex
5391,13173,10287,3952,3087,13months-control-replicate_2,Endo,Endo1
5392,4277,10287,1283,3087,13months-control-replicate_2,CA1,CA1-Ex
5393,4655,10276,1397,3083,13months-control-replicate_2,CA1,CA1-Ex
5394,13988,10286,4197,3086,13months-control-replicate_2,CA2,CA2-Ex
5395,1123,10278,337,3084,13months-control-replicate_2,Oligo,Oligo1
5396,18908,10269,5673,3081,13months-control-replicate_2,Oligo,Oligo1
5397,14835,10264,4451,3080,13months-control-replicate_2,CA1,CA1-Ex
5398,18676,10259,5603,3078,13months-control-replicate_2,Oligo,Oligo1
5399,14145,10258,4244,3078,13months-control-replicate_2,CA1,CA1-Ex
5400,14059,10244,4218,3074,13months-control-replicate_2,Inh,Vip
5401,18571,10249,5572,3075,13months-control-replicate_2,Oligo,Oligo1
5402,14298,10254,4290,3077,13months-control-replicate_2,CA1,CA1-Ex
5403,14934,10243,4481,3073,13months-control-replicate_2,CA1,CA1-Ex
5404,14524,10237,4358,3072,13months-control-replicate_2,CA1,CA1-Ex
5405,4354,10228,1307,3069,13months-control-replicate_2,CA1,CA1-Ex
5406,17520,10240,5256,3072,13months-control-replicate_2,Oligo,Oligo1
5407,4624,10200,1388,3060,13months-control-replicate_2,CA1,CA1-Ex
5408,3951,10228,1186,3069,13months-control-replicate_2,CA1,CA1-Ex
5409,2394,10222,719,3067,13months-control-replicate_2,Inh,Sst
5410,18384,10221,5516,3067,13months-control-replicate_2,Endo,Endo3
5411,2225,10216,668,3065,13months-control-replicate_2,Astro,Astro1
5412,1411,10208,424,3063,13months-control-replicate_2,Oligo,Oligo1
5413,14387,10194,4316,3059,13months-control-replicate_2,CA1,CA1-Ex
5414,15024,10211,4508,3064,13months-control-replicate_2,CA1,CA1-Ex
5415,11528,10197,3459,3060,13months-control-replicate_2,Astro,Astro3
5416,18459,10196,5538,3059,13months-control-replicate_2,Oligo,Oligo1
5417,14326,10173,4298,3052,13months-control-replicate_2,CA1,CA1-Ex
5418,4159,10189,1248,3057,13months-control-replicate_2,CA1,CA1-Ex
5419,7964,10176,2390,3053,13months-control-replicate_2,Micro,Micro2
5420,4532,10169,1360,3051,13months-control-replicate_2,CA1,CA1-Ex
5421,4433,10180,1330,3054,13months-control-replicate_2,Inh,Pvalb
5422,14449,10161,4335,3049,13months-control-replicate_2,CA1,CA1-Ex
5423,7820,10170,2346,3051,13months-control-replicate_2,Astro,Astro2
5424,14238,10177,4272,3054,13months-control-replicate_2,CA1,CA1-Ex
5425,14599,10168,4380,3051,13months-control-replicate_2,CA1,CA1-Ex
5426,5989,10133,1797,3040,13months-control-replicate_2,Endo,Endo3
5427,15413,10164,4624,3050,13months-control-replicate_2,Micro,Micro1
5428,4063,10158,1219,3048,13months-control-replicate_2,CA1,CA1-Ex
5429,14140,10143,4242,3043,13months-control-replicate_2,CA1,CA1-Ex
5430,17532,10150,5260,3045,13months-control-replicate_2,Oligo,Oligo1
5431,4258,10133,1278,3040,13months-control-replicate_2,CA1,CA1-Ex
5432,270,10135,81,3041,13months-control-replicate_2,Oligo,Oligo1
5433,5194,10136,1559,3041,13months-control-replicate_2,Endo,Endo1
5434,2338,10140,702,3042,13months-control-replicate_2,SMC,S1
5435,19347,10155,5804,3047,13months-control-replicate_2,Oligo,Oligo1
5436,3764,10153,1130,3046,13months-control-replicate_2,CA1,CA1-Ex
5437,18746,10127,5624,3039,13months-control-replicate_2,Oligo,Oligo1
5438,14713,10140,4414,3042,13months-control-replicate_2,CA1,CA1-Ex
5439,19024,10122,5708,3037,13months-control-replicate_2,Oligo,Oligo1
5440,1312,10116,394,3035,13months-control-replicate_2,Oligo,Oligo1
5441,3163,10102,949,3031,13months-control-replicate_2,Astro,Astro1
5442,15032,10101,4510,3031,13months-control-replicate_2,CA1,CA1-Ex
5443,15341,10102,4603,3031,13months-control-replicate_2,CTX-Ex,CTX-Ex2
5444,17655,10098,5297,3030,13months-control-replicate_2,Oligo,Oligo3
5445,4405,10073,1322,3022,13months-control-replicate_2,CA1,CA1-Ex
5446,14826,10092,4448,3028,13months-control-replicate_2,CA1,CA1-Ex
5447,18384,10083,5516,3025,13months-control-replicate_2,Astro,Astro2
5448,15512,10091,4654,3028,13months-control-replicate_2,Endo,Endo1
5449,19123,10084,5737,3026,13months-control-replicate_2,Astro,Astro1
5450,157,10062,47,3019,13months-control-replicate_2,Micro,Micro1
5451,11210,10066,3363,3020,13months-control-replicate_2,Astro,Astro2
5452,4001,10066,1201,3020,13months-control-replicate_2,CA1,CA1-Ex
5453,3878,10067,1164,3021,13months-control-replicate_2,CA1,CA1-Ex
5454,15691,10067,4708,3021,13months-control-replicate_2,CA1,CA1-Ex
5455,7131,10056,2140,3017,13months-control-replicate_2,OPC,OPC
5456,14492,10058,4348,3018,13months-control-replicate_2,CA1,CA1-Ex
5457,12045,10046,3614,3014,13months-control-replicate_2,Micro,Micro1
5458,14924,10055,4478,3017,13months-control-replicate_2,CA1,CA1-Ex
5459,14182,10042,4255,3013,13months-control-replicate_2,CA1,CA1-Ex
5460,17918,10049,5376,3015,13months-control-replicate_2,Astro,Astro1
5461,3514,10031,1055,3010,13months-control-replicate_2,CA1,CA1-Ex
5462,14817,10021,4445,3007,13months-control-replicate_2,CA1,CA1-Ex
5463,3664,10037,1100,3012,13months-control-replicate_2,CA1,CA1-Ex
5464,14665,10028,4400,3009,13months-control-replicate_2,CA1,CA1-Ex
5465,14327,10018,4298,3006,13months-control-replicate_2,CA1,CA1-Ex
5466,13672,10018,4102,3006,13months-control-replicate_2,Endo,Endo3
5467,4143,10020,1243,3006,13months-control-replicate_2,CA1,CA1-Ex
5468,14594,10009,4379,3003,13months-control-replicate_2,CA2,CA2-Ex
5469,15122,10017,4537,3006,13months-control-replicate_2,CA1,CA1-Ex
5470,15585,9998,4676,3000,13months-control-replicate_2,CA1,CA1-Ex
5471,14733,10006,4420,3002,13months-control-replicate_2,CTX-Ex,CTX-Ex1
5472,15415,9984,4625,2996,13months-control-replicate_2,CA1,CA1-Ex
5473,4257,9988,1277,2997,13months-control-replicate_2,CA1,CA1-Ex
5474,9295,9986,2789,2996,13months-control-replicate_2,OPC,OPC
5475,6986,9982,2096,2995,13months-control-replicate_2,Astro,Astro1
5476,1271,9974,382,2993,13months-control-replicate_2,Astro,Astro1
5477,16049,9971,4815,2992,13months-control-replicate_2,OPC,OPC
5478,3417,9984,1025,2996,13months-control-replicate_2,CA1,CA1-Ex
5479,14966,9971,4490,2992,13months-control-replicate_2,CA1,CA1-Ex
5480,3770,9970,1131,2991,13months-control-replicate_2,CA1,CA1-Ex
5481,6485,9965,1946,2990,13months-control-replicate_2,Astro,Astro3
5482,14802,9953,4441,2986,13months-control-replicate_2,Inh,Pvalb
5483,1018,9951,306,2986,13months-control-replicate_2,Astro,Astro2
5484,14411,9954,4324,2987,13months-control-replicate_2,CTX-Ex,CTX-Ex1
5485,3989,9934,1197,2981,13months-control-replicate_2,CA1,CA1-Ex
5486,14271,9951,4282,2986,13months-control-replicate_2,CA2,CA2-Ex
5487,7294,9937,2189,2982,13months-control-replicate_2,Micro,Micro2
5488,14516,9925,4355,2978,13months-control-replicate_2,CA1,CA1-Ex
5489,14701,9903,4411,2971,13months-control-replicate_2,Inh,Pvalb
5490,11075,9921,3323,2977,13months-control-replicate_2,Astro,Astro2
5491,3617,9931,1085,2980,13months-control-replicate_2,CA1,CA1-Ex
5492,3888,9923,1167,2977,13months-control-replicate_2,CA1,CA1-Ex
5493,15271,9941,4582,2983,13months-control-replicate_2,CA1,CA1-Ex
5494,17648,9920,5295,2976,13months-control-replicate_2,Endo,Endo2
5495,4082,9904,1225,2972,13months-control-replicate_2,CA1,CA1-Ex
5496,3278,9899,984,2970,13months-control-replicate_2,CA1,CA1-Ex
5497,15035,9910,4511,2973,13months-control-replicate_2,CA1,CA1-Ex
5498,727,9903,218,2971,13months-control-replicate_2,Inh,Sst
5499,15144,9899,4544,2970,13months-control-replicate_2,CA1,CA1-Ex
5500,3377,9896,1013,2969,13months-control-replicate_2,CA1,CA1-Ex
5501,18993,9896,5698,2969,13months-control-replicate_2,Oligo,Oligo3
5502,8070,9893,2421,2968,13months-control-replicate_2,Oligo,Oligo1
5503,14827,9878,4448,2964,13months-control-replicate_2,CA1,CA1-Ex
5504,13790,9879,4137,2964,13months-control-replicate_2,Astro,Astro1
5505,15450,9875,4635,2963,13months-control-replicate_2,CA1,CA1-Ex
5506,15684,9895,4706,2969,13months-control-replicate_2,Micro,Micro1
5507,2960,9874,888,2963,13months-control-replicate_2,Inh,Pvalb
5508,14602,9851,4381,2956,13months-control-replicate_2,CA1,CA1-Ex
5509,3495,9865,1049,2960,13months-control-replicate_2,CA1,CA1-Ex
5510,14924,9871,4478,2962,13months-control-replicate_2,CA1,CA1-Ex
5511,3583,9842,1075,2953,13months-control-replicate_2,CA1,CA1-Ex
5512,2629,9851,789,2956,13months-control-replicate_2,Astro,Astro2
5513,4226,9851,1268,2956,13months-control-replicate_2,CA2,CA2-Ex
5514,3145,9835,944,2951,13months-control-replicate_2,CA1,CA1-Ex
5515,3792,9844,1138,2954,13months-control-replicate_2,CA1,CA1-Ex
5516,15317,9827,4595,2949,13months-control-replicate_2,Astro,Astro1
5517,15994,9839,4799,2952,13months-control-replicate_2,CA1,CA1-Ex
5518,14417,9841,4325,2953,13months-control-replicate_2,CA1,CA1-Ex
5519,15018,9827,4506,2949,13months-control-replicate_2,CA1,CA1-Ex
5520,15760,9845,4728,2954,13months-control-replicate_2,CA1,CA1-Ex
5521,11814,9819,3545,2946,13months-control-replicate_2,SMC,S1
5522,3401,9815,1021,2945,13months-control-replicate_2,CA1,CA1-Ex
5523,3694,9831,1109,2950,13months-control-replicate_2,CA1,CA1-Ex
5524,1136,9819,341,2946,13months-control-replicate_2,Inh,Cnr1
5525,3903,9805,1171,2942,13months-control-replicate_2,CA1,CA1-Ex
5526,15605,9791,4682,2938,13months-control-replicate_2,Astro,Astro2
5527,14896,9786,4469,2936,13months-control-replicate_2,CA1,CA1-Ex
5528,15819,9784,4746,2936,13months-control-replicate_2,CTX-Ex,CTX-Ex2
5529,15154,9785,4547,2936,13months-control-replicate_2,CA1,CA1-Ex
5530,4642,9782,1393,2935,13months-control-replicate_2,Micro,Micro2
5531,9760,9809,2928,2943,13months-control-replicate_2,OPC,OPC
5532,14492,9777,4348,2934,13months-control-replicate_2,CA2,CA2-Ex
5533,15728,9763,4719,2929,13months-control-replicate_2,CA2,CA2-Ex
5534,3231,9762,970,2929,13months-control-replicate_2,CA1,CA1-Ex
5535,18535,9744,5561,2924,13months-control-replicate_2,Inh,Sst
5536,1328,9739,399,2922,13months-control-replicate_2,Micro,Micro1
5537,15270,9731,4581,2920,13months-control-replicate_2,CA1,CA1-Ex
5538,14740,9754,4422,2927,13months-control-replicate_2,CA1,CA1-Ex
5539,3636,9739,1091,2922,13months-control-replicate_2,CA1,CA1-Ex
5540,15003,9737,4501,2922,13months-control-replicate_2,CA1,CA1-Ex
5541,15079,9740,4524,2922,13months-control-replicate_2,CA1,CA1-Ex
5542,3761,9731,1129,2920,13months-control-replicate_2,Micro,Micro1
5543,15458,9730,4638,2919,13months-control-replicate_2,CA1,CA1-Ex
5544,3433,9723,1030,2917,13months-control-replicate_2,CA1,CA1-Ex
5545,3544,9722,1064,2917,13months-control-replicate_2,CA1,CA1-Ex
5546,8926,9713,2678,2914,13months-control-replicate_2,Astro,Astro2
5547,3320,9722,996,2917,13months-control-replicate_2,CA1,CA1-Ex
5548,14872,9708,4462,2913,13months-control-replicate_2,CA1,CA1-Ex
5549,4396,9705,1319,2912,13months-control-replicate_2,Astro,Astro2
5550,2443,9708,733,2913,13months-control-replicate_2,Astro,Astro2
5551,14630,9710,4389,2913,13months-control-replicate_2,CA1,CA1-Ex
5552,13506,9698,4052,2910,13months-control-replicate_2,Endo,Endo2
5553,3121,9700,937,2910,13months-control-replicate_2,CA1,CA1-Ex
5554,18734,9680,5621,2904,13months-control-replicate_2,Micro,Micro1
5555,19241,9671,5773,2902,13months-control-replicate_2,Micro,Micro1
5556,14971,9662,4492,2899,13months-control-replicate_2,CA1,CA1-Ex
5557,15105,9654,4532,2897,13months-control-replicate_2,CA1,CA1-Ex
5558,3005,9658,902,2898,13months-control-replicate_2,CA1,CA1-Ex
5559,19340,9649,5802,2895,13months-control-replicate_2,Oligo,Oligo1
5560,3664,9646,1100,2894,13months-control-replicate_2,CA1,CA1-Ex
5561,6020,9645,1806,2894,13months-control-replicate_2,Micro,Micro1
5562,18474,9641,5543,2893,13months-control-replicate_2,OPC,OPC
5563,14807,9632,4442,2890,13months-control-replicate_2,CA1,CA1-Ex
5564,15345,9641,4604,2893,13months-control-replicate_2,CA1,CA1-Ex
5565,7830,9630,2349,2889,13months-control-replicate_2,Astro,Astro2
5566,3378,9616,1014,2885,13months-control-replicate_2,CA1,CA1-Ex
5567,16170,9625,4851,2888,13months-control-replicate_2,CTX-Ex,CTX-Ex2
5568,3494,9618,1049,2886,13months-control-replicate_2,CA1,CA1-Ex
5569,3802,9622,1141,2887,13months-control-replicate_2,Endo,Endo1
5570,2899,9618,870,2886,13months-control-replicate_2,CA1,CA1-Ex
5571,16056,9610,4817,2883,13months-control-replicate_2,CTX-Ex,CTX-Ex3
5572,15209,9616,4563,2885,13months-control-replicate_2,CA1,CA1-Ex
5573,15568,9620,4671,2886,13months-control-replicate_2,CA1,CA1-Ex
5574,3240,9612,972,2884,13months-control-replicate_2,CA1,CA1-Ex
5575,14549,9614,4365,2885,13months-control-replicate_2,CA1,CA1-Ex
5576,15671,9588,4702,2877,13months-control-replicate_2,CA1,CA1-Ex
5577,19062,9582,5719,2875,13months-control-replicate_2,Astro,Astro2
5578,15416,9581,4625,2875,13months-control-replicate_2,CA1,CA1-Ex
5579,14686,9585,4406,2876,13months-control-replicate_2,CA1,CA1-Ex
5580,15041,9572,4513,2872,13months-control-replicate_2,Micro,Micro1
5581,14433,9576,4330,2873,13months-control-replicate_2,CA1,CA1-Ex
5582,14928,9579,4479,2874,13months-control-replicate_2,CA1,CA1-Ex
5583,3093,9573,928,2872,13months-control-replicate_2,CA1,CA1-Ex
5584,7032,9565,2110,2870,13months-control-replicate_2,Astro,Astro2
5585,6179,9554,1854,2867,13months-control-replicate_2,Astro,Astro1
5586,4244,9560,1274,2868,13months-control-replicate_2,Endo,Endo1
5587,10590,9548,3177,2865,13months-control-replicate_2,SMC,S1
5588,16246,9545,4874,2864,13months-control-replicate_2,CA2,CA2-Ex
5589,16722,9545,5017,2864,13months-control-replicate_2,CA2,CA2-Ex
5590,19146,9538,5744,2862,13months-control-replicate_2,Astro,Astro3
5591,15487,9527,4646,2859,13months-control-replicate_2,CA1,CA1-Ex
5592,11010,9520,3303,2856,13months-control-replicate_2,Inh,Lamp5
5593,7595,9523,2279,2857,13months-control-replicate_2,Endo,Endo1
5594,16117,9511,4835,2854,13months-control-replicate_2,CTX-Ex,CTX-Ex2
5595,14847,9518,4454,2856,13months-control-replicate_2,CA1,CA1-Ex
5596,14554,9514,4367,2855,13months-control-replicate_2,CA2,CA2-Ex
5597,15205,9508,4562,2853,13months-control-replicate_2,CA1,CA1-Ex
5598,3535,9501,1061,2851,13months-control-replicate_2,CA1,CA1-Ex
5599,2620,9514,786,2855,13months-control-replicate_2,CA1,CA1-Ex
5600,15999,9501,4800,2851,13months-control-replicate_2,CA1,CA1-Ex
5601,3200,9509,960,2853,13months-control-replicate_2,CA1,CA1-Ex
5602,2914,9511,875,2854,13months-control-replicate_2,CA1,CA1-Ex
5603,1148,9503,345,2851,13months-control-replicate_2,Endo,Endo3
5604,19021,9498,5707,2850,13months-control-replicate_2,Oligo,Oligo1
5605,3027,9490,908,2847,13months-control-replicate_2,CA1,CA1-Ex
5606,14966,9486,4490,2846,13months-control-replicate_2,Inh,Pvalb
5607,3323,9495,997,2849,13months-control-replicate_2,CA1,CA1-Ex
5608,1639,9482,492,2845,13months-control-replicate_2,OPC,OPC
5609,18255,9486,5477,2846,13months-control-replicate_2,Micro,Micro1
5610,14743,9479,4423,2844,13months-control-replicate_2,CA1,CA1-Ex
5611,16728,9477,5019,2844,13months-control-replicate_2,CA2,CA2-Ex
5612,15328,9489,4599,2847,13months-control-replicate_2,CA1,CA1-Ex
5613,15839,9479,4752,2844,13months-control-replicate_2,Inh,Pvalb
5614,15118,9480,4536,2844,13months-control-replicate_2,CA1,CA1-Ex
5615,12912,9470,3874,2841,13months-control-replicate_2,Endo,Endo1
5616,16849,9468,5055,2841,13months-control-replicate_2,CA3,CA3-Ex
5617,16265,9469,4880,2841,13months-control-replicate_2,CA2,CA2-Ex
5618,15602,9476,4681,2843,13months-control-replicate_2,CA1,CA1-Ex
5619,3410,9468,1023,2841,13months-control-replicate_2,CA1,CA1-Ex
5620,19189,9455,5757,2837,13months-control-replicate_2,Oligo,Oligo1
5621,18919,9461,5676,2839,13months-control-replicate_2,Astro,Astro1
5622,2767,9459,830,2838,13months-control-replicate_2,CA1,CA1-Ex
5623,2888,9423,867,2827,13months-control-replicate_2,CA1,CA1-Ex
5624,15035,9410,4511,2823,13months-control-replicate_2,CA1,CA1-Ex
5625,16921,9407,5077,2823,13months-control-replicate_2,CA2,CA2-Ex
5626,8481,9421,2545,2827,13months-control-replicate_2,Astro,Astro1
5627,3229,9421,969,2827,13months-control-replicate_2,CA1,CA1-Ex
5628,875,9420,263,2826,13months-control-replicate_2,Astro,Astro2
5629,16772,9424,5032,2828,13months-control-replicate_2,CA2,CA2-Ex
