NAME,X,Y,X-scaled,Y-scaled,label,top_level_cell_type,sub_level_cell_type
2086,4332,19134,1300,5741,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2087,2746,19136,824,5741,13months-control-replicate_2,Astro,Astro1
2088,13892,19143,4168,5743,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2089,6780,19135,2034,5741,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2090,10646,19126,3194,5738,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2091,11071,19129,3322,5739,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2092,15906,19126,4772,5738,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2093,17727,19123,5318,5737,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2094,17641,19115,5293,5735,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2095,12941,19121,3883,5737,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2096,15830,19123,4749,5737,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2097,17339,19116,5202,5735,13months-control-replicate_2,Endo,Endo3
2098,1174,19119,353,5736,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2099,6532,19108,1960,5733,13months-control-replicate_2,Endo,Endo1
2100,2885,19116,866,5735,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2101,15567,19121,4670,5737,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2102,13631,19102,4090,5731,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2103,18346,19105,5504,5732,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2104,3847,19116,1154,5735,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2105,12041,19105,3613,5732,13months-control-replicate_2,Endo,Endo3
2106,12496,19097,3749,5730,13months-control-replicate_2,Inh,Pvalb
2107,12325,19092,3698,5728,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2108,17519,19110,5256,5733,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2109,4970,19087,1491,5727,13months-control-replicate_2,Oligo,Oligo1
2110,6965,19088,2090,5727,13months-control-replicate_2,Endo,Endo1
2111,6147,19087,1844,5727,13months-control-replicate_2,Inh,Sst
2112,17065,19073,5120,5722,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2113,7130,19082,2139,5725,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2114,348,19060,105,5718,13months-control-replicate_2,Inh,Pvalb
2115,2967,19079,890,5724,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2116,15454,19074,4637,5723,13months-control-replicate_2,Astro,Astro1
2117,10985,19061,3296,5719,13months-control-replicate_2,Inh,Sst
2118,6628,19069,1989,5721,13months-control-replicate_2,Endo,Endo1
2119,5295,19064,1589,5720,13months-control-replicate_2,Endo,Endo1
2120,17713,19063,5314,5719,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2121,4158,19058,1248,5718,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2122,2330,19052,699,5716,13months-control-replicate_2,Astro,Astro1
2123,9331,19057,2800,5718,13months-control-replicate_2,Inh,Sst
2124,18244,19058,5474,5718,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2125,10597,19028,3179,5709,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2126,1604,19056,482,5717,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2127,19048,19045,5715,5714,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2128,17526,19027,5258,5709,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2129,2868,19048,861,5715,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2130,18466,19046,5540,5714,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2131,10278,19034,3084,5711,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2132,9189,19042,2757,5713,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2133,14555,19055,4367,5717,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2134,9851,19038,2956,5712,13months-control-replicate_2,Micro,Micro1
2135,14327,19048,4298,5715,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2136,5755,19041,1727,5713,13months-control-replicate_2,Oligo,Oligo1
2137,17782,19037,5335,5712,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2138,12158,19034,3648,5711,13months-control-replicate_2,Endo,Endo1
2139,6561,19035,1969,5711,13months-control-replicate_2,SMC,S1
2140,5605,19039,1682,5712,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2141,761,19037,229,5712,13months-control-replicate_2,Endo,Endo1
2142,8175,19038,2453,5712,13months-control-replicate_2,Oligo,Oligo1
2143,7754,19047,2327,5715,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2144,15657,19009,4697,5703,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2145,9951,19034,2986,5711,13months-control-replicate_2,Inh,Pvalb
2146,9065,19022,2720,5707,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2147,18625,19032,5588,5710,13months-control-replicate_2,Micro,Micro1
2148,3786,19017,1136,5706,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2149,2957,19002,887,5701,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2150,11818,19002,3546,5701,13months-control-replicate_2,Oligo,Oligo1
2151,9542,19009,2863,5703,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2152,2246,18999,674,5700,13months-control-replicate_2,Endo,Endo1
2153,19476,19002,5843,5701,13months-control-replicate_2,Astro,Astro1
2154,17008,18997,5103,5700,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2155,5474,18981,1643,5695,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2156,8255,18993,2477,5698,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2157,17715,18980,5315,5694,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2158,19377,18980,5813,5694,13months-control-replicate_2,LHb,LHb
2159,17986,18978,5396,5694,13months-control-replicate_2,Oligo,Oligo1
2160,19561,18974,5869,5693,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2161,13087,18977,3926,5694,13months-control-replicate_2,SMC,S1
2162,4637,18967,1391,5691,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2163,1553,18978,466,5694,13months-control-replicate_2,Oligo,Oligo1
2164,5907,18960,1772,5688,13months-control-replicate_2,Inh,Sst
2165,15357,18964,4607,5690,13months-control-replicate_2,Inh,Pvalb
2166,6284,18964,1886,5690,13months-control-replicate_2,Inh,Lamp5
2167,15551,18970,4666,5691,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2168,8163,18950,2449,5685,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2169,7779,18966,2334,5690,13months-control-replicate_2,Inh,Sst
2170,7617,18957,2285,5688,13months-control-replicate_2,Inh,Pvalb
2171,8949,18956,2685,5687,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2172,5336,18963,1601,5689,13months-control-replicate_2,Oligo,Oligo1
2173,10807,18952,3242,5686,13months-control-replicate_2,Endo,Endo1
2174,1129,18941,339,5683,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2175,651,18943,196,5683,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2176,308,18941,93,5683,13months-control-replicate_2,Inh,Pvalb
2177,7374,18952,2213,5686,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2178,17353,18938,5206,5682,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2179,10949,18938,3285,5682,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2180,12294,18934,3689,5681,13months-control-replicate_2,SMC,S1
2181,3456,18935,1037,5681,13months-control-replicate_2,Endo,Endo1
2182,1797,18932,539,5680,13months-control-replicate_2,Oligo,Oligo1
2183,12622,18916,3787,5675,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2184,558,18924,168,5678,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2185,5774,18924,1733,5678,13months-control-replicate_2,Oligo,Oligo1
2186,2573,18916,772,5675,13months-control-replicate_2,Endo,Endo1
2187,18295,18921,5489,5677,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2188,6187,18913,1856,5674,13months-control-replicate_2,Oligo,Oligo1
2189,2823,18913,847,5674,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2190,11355,18913,3407,5674,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2191,15290,18923,4587,5677,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2192,14884,18897,4466,5670,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2193,6673,18912,2002,5674,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2194,3687,18902,1106,5671,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2195,19178,18914,5754,5675,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2196,18212,18916,5464,5675,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2197,8073,18928,2422,5679,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2198,1079,18909,324,5673,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2199,13751,18894,4126,5669,13months-control-replicate_2,Endo,Endo1
2200,8512,18923,2554,5677,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2201,613,18888,184,5667,13months-control-replicate_2,Inh,Pvalb
2202,9702,18897,2911,5670,13months-control-replicate_2,Endo,Endo2
2203,6448,18890,1935,5667,13months-control-replicate_2,Oligo,Oligo1
2204,3884,18888,1166,5667,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2205,9258,18892,2778,5668,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2206,7378,18876,2214,5663,13months-control-replicate_2,Micro,Micro1
2207,18864,18881,5660,5665,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2208,18056,18896,5417,5669,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2209,3101,18879,931,5664,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2210,10189,18881,3057,5665,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2211,19563,18878,5869,5664,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2212,5681,18877,1705,5664,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2213,1323,18865,397,5660,13months-control-replicate_2,Inh,Pvalb
2214,711,18865,214,5660,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2215,8860,18853,2658,5656,13months-control-replicate_2,SMC,S1
2216,2412,18842,724,5653,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2217,7579,18845,2274,5654,13months-control-replicate_2,Inh,Pvalb_Nog
2218,328,18836,99,5651,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2219,5373,18823,1612,5647,13months-control-replicate_2,Oligo,Oligo1
2220,18639,18837,5592,5652,13months-control-replicate_2,Endo,Endo3
2221,17369,18827,5211,5649,13months-control-replicate_2,Endo,Endo1
2222,15148,18825,4545,5648,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2223,19264,18823,5780,5647,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2224,17836,18821,5351,5647,13months-control-replicate_2,Inh,Pvalb_Nog
2225,14201,18816,4261,5645,13months-control-replicate_2,Endo,Endo3
2226,18170,18820,5451,5646,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2227,16319,18818,4896,5646,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2228,14625,18816,4388,5645,13months-control-replicate_2,OPC,OPC
2229,1585,18830,476,5649,13months-control-replicate_2,Endo,Endo1
2230,1715,18814,515,5645,13months-control-replicate_2,Astro,Astro1
2231,6231,18807,1870,5643,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2232,10778,18807,3234,5643,13months-control-replicate_2,Inh,Pvalb
2233,14826,18813,4448,5644,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2234,6351,18806,1906,5642,13months-control-replicate_2,Inh,Sst
2235,4429,18800,1329,5640,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2236,7146,18813,2144,5644,13months-control-replicate_2,Oligo,Oligo1
2237,3513,18799,1054,5640,13months-control-replicate_2,Endo,Endo1
2238,3237,18798,971,5640,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2239,13820,18794,4146,5639,13months-control-replicate_2,Astro,Astro1
2240,8440,18797,2532,5640,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2241,9554,18799,2867,5640,13months-control-replicate_2,Astro,Astro2
2242,705,18789,212,5637,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2243,2514,18771,755,5632,13months-control-replicate_2,Inh,Pvalb
2244,2258,18760,678,5628,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2245,11370,18784,3411,5636,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2246,1390,18777,417,5634,13months-control-replicate_2,Inh,Pvalb
2247,3143,18785,943,5636,13months-control-replicate_2,Oligo,Oligo1
2248,12359,18778,3708,5634,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2249,12234,18765,3671,5630,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2250,10127,18753,3038,5626,13months-control-replicate_2,Astro,Astro1
2251,1042,18756,313,5627,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2252,1510,18748,453,5625,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2253,8138,18738,2442,5622,13months-control-replicate_2,SMC,S1
2254,18935,18743,5681,5623,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2255,5222,18738,1567,5622,13months-control-replicate_2,Endo,Endo2
2256,19318,18724,5796,5618,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2257,2887,18747,866,5625,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2258,1605,18723,482,5617,13months-control-replicate_2,Astro,Astro2
2259,4787,18736,1436,5621,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2260,7503,18714,2251,5615,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2261,6930,18711,2079,5614,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2262,18518,18693,5556,5608,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2263,18381,18697,5515,5610,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2264,2777,18704,833,5612,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2265,9000,18698,2700,5610,13months-control-replicate_2,Inh,Sst
2266,18045,18694,5414,5609,13months-control-replicate_2,SMC,S2
2267,14794,18709,4439,5613,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2268,18649,18687,5595,5607,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2269,11244,18678,3374,5604,13months-control-replicate_2,Inh,Pvalb_Nog
2270,12797,18686,3839,5606,13months-control-replicate_2,Inh,Pvalb
2271,11682,18675,3505,5603,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2272,13190,18678,3957,5604,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2273,9698,18663,2910,5599,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2274,6378,18670,1914,5601,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2275,2947,18657,884,5598,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2276,6127,18658,1838,5598,13months-control-replicate_2,Oligo,Oligo1
2277,4467,18652,1340,5596,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2278,3575,18655,1073,5597,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2279,2297,18649,689,5595,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2280,19392,18653,5818,5596,13months-control-replicate_2,Oligo,Oligo1
2281,18901,18645,5671,5594,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2282,9928,18626,2979,5588,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2283,8751,18618,2626,5586,13months-control-replicate_2,Inh,Pvalb
2284,3204,18615,962,5585,13months-control-replicate_2,Oligo,Oligo1
2285,3316,18622,995,5587,13months-control-replicate_2,Oligo,Oligo1
2286,8534,18606,2561,5582,13months-control-replicate_2,OPC,OPC
2287,4290,18622,1287,5587,13months-control-replicate_2,SMC,S2
2288,12854,18620,3857,5586,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2289,18303,18608,5491,5583,13months-control-replicate_2,Inh,Pvalb
2290,15393,18617,4618,5586,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2291,12280,18604,3684,5582,13months-control-replicate_2,Endo,Endo1
2292,17854,18603,5357,5581,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2293,3009,18593,903,5578,13months-control-replicate_2,Oligo,Oligo1
2294,19183,18587,5755,5577,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2295,12765,18591,3830,5578,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2296,18399,18589,5520,5577,13months-control-replicate_2,Endo,Endo1
2297,18694,18567,5609,5571,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2298,1164,18568,350,5571,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2299,8105,18575,2432,5573,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2300,5198,18564,1560,5570,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2301,9243,18559,2773,5568,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2302,11310,18561,3393,5569,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2303,15591,18555,4678,5567,13months-control-replicate_2,Oligo,Oligo1
2304,1285,18565,386,5570,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2305,10353,18546,3106,5564,13months-control-replicate_2,OPC,OPC
2306,19301,18543,5791,5563,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2307,8821,18525,2647,5558,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2308,4149,18549,1245,5565,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2309,12464,18544,3740,5564,13months-control-replicate_2,Astro,Astro1
2310,14495,18519,4349,5556,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2311,7772,18546,2332,5564,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2312,18543,18538,5563,5562,13months-control-replicate_2,Inh,Sst
2313,7142,18532,2143,5560,13months-control-replicate_2,Micro,Micro2
2314,15111,18530,4534,5559,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2315,5626,18519,1688,5556,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2316,6945,18519,2084,5556,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2317,2360,18529,708,5559,13months-control-replicate_2,Inh,Pvalb
2318,14887,18536,4466,5561,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2319,13699,18511,4110,5554,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2320,18427,18504,5528,5552,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2321,2716,18512,815,5554,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2322,8635,18505,2591,5552,13months-control-replicate_2,Inh,Pvalb
2323,6462,18506,1939,5552,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2324,18155,18495,5447,5549,13months-control-replicate_2,Oligo,Oligo1
2325,14654,18496,4397,5549,13months-control-replicate_2,Inh,Pvalb_Nog
2326,3556,18489,1067,5547,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2327,18921,18495,5677,5549,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2328,558,18476,168,5543,13months-control-replicate_2,Astro,Astro2
2329,10541,18483,3163,5545,13months-control-replicate_2,Oligo,Oligo1
2330,13184,18474,3956,5543,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2331,4956,18474,1487,5543,13months-control-replicate_2,Oligo,Oligo2
2332,9051,18468,2716,5541,13months-control-replicate_2,Astro,Astro1
2333,8460,18473,2538,5542,13months-control-replicate_2,Inh,Pvalb
2334,17669,18465,5301,5540,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2335,9382,18462,2815,5539,13months-control-replicate_2,Astro,Astro2
2336,5880,18490,1764,5547,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2337,4560,18456,1368,5537,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2338,2736,18451,821,5536,13months-control-replicate_2,Oligo,Oligo1
2339,9552,18457,2866,5538,13months-control-replicate_2,Inh,Cnr1
2340,2901,18450,871,5535,13months-control-replicate_2,Astro,Astro1
2341,7817,18457,2345,5538,13months-control-replicate_2,Oligo,Oligo1
2342,11611,18452,3484,5536,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2343,8203,18461,2461,5539,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2344,19340,18450,5802,5535,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2345,14729,18444,4419,5534,13months-control-replicate_2,Inh,Pvalb
2346,13385,18444,4016,5534,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2347,1731,18436,520,5531,13months-control-replicate_2,Endo,Endo1
2348,11733,18433,3520,5530,13months-control-replicate_2,CA3,CA3-Ex
2349,14437,18423,4331,5527,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2350,1495,18428,449,5529,13months-control-replicate_2,Inh,Pvalb
2351,0,18417,0,5526,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2352,12303,18424,3691,5528,13months-control-replicate_2,Endo,Endo3
2353,5695,18427,1709,5529,13months-control-replicate_2,Endo,Endo2
2354,12510,18424,3753,5528,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2355,17567,18420,5270,5526,13months-control-replicate_2,Astro,Astro2
2356,15102,18412,4531,5524,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2357,7139,18421,2142,5527,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2358,4736,18420,1421,5526,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2359,19159,18407,5748,5523,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2360,18993,18403,5698,5521,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2361,7610,18400,2283,5520,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2362,9021,18400,2707,5520,13months-control-replicate_2,Endo,Endo1
2363,11396,18389,3419,5517,13months-control-replicate_2,SMC,S1
2364,9964,18397,2990,5520,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2365,9700,18394,2910,5519,13months-control-replicate_2,Oligo,Oligo1
2366,640,18416,192,5525,13months-control-replicate_2,Endo,Endo1
2367,10337,18370,3101,5511,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2368,19414,18357,5825,5508,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2369,17873,18378,5362,5514,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2370,9182,18376,2755,5513,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2371,6908,18366,2073,5510,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2372,40,18330,12,5499,13months-control-replicate_2,Inh,Pvalb
2373,18272,18367,5482,5511,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2374,17758,18368,5328,5511,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2375,10138,18364,3042,5510,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2376,7412,18369,2224,5511,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2377,13290,18365,3987,5510,13months-control-replicate_2,Endo,Endo1
2378,13542,18363,4063,5509,13months-control-replicate_2,Astro,Astro2
2379,13377,18359,4013,5508,13months-control-replicate_2,Oligo,Oligo1
2380,15167,18361,4550,5509,13months-control-replicate_2,Astro,Astro2
2381,5901,18370,1771,5511,13months-control-replicate_2,Inh,Vip
2382,4000,18345,1200,5504,13months-control-replicate_2,Oligo,Oligo1
2383,12324,18348,3698,5505,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2384,10919,18356,3276,5507,13months-control-replicate_2,Oligo,Oligo1
2385,9458,18355,2838,5507,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2386,7763,18340,2329,5502,13months-control-replicate_2,Inh,Sst
2387,109,18331,33,5500,13months-control-replicate_2,Inh,Pvalb
2388,2708,18356,813,5507,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2389,10273,18343,3082,5503,13months-control-replicate_2,Micro,Micro2
2390,2273,18331,682,5500,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2391,13464,18337,4040,5502,13months-control-replicate_2,Oligo,Oligo1
2392,3458,18333,1038,5500,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2393,6557,18333,1967,5500,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2394,1601,18323,481,5497,13months-control-replicate_2,Inh,Pvalb
2395,5132,18317,1540,5496,13months-control-replicate_2,Oligo,Oligo1
2396,7119,18327,2136,5499,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2397,5622,18331,1687,5500,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2398,2162,18320,649,5496,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2399,19328,18327,5799,5499,13months-control-replicate_2,Endo,Endo1
2400,11749,18305,3525,5492,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2401,4310,18318,1293,5496,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2402,17637,18289,5291,5487,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2403,5372,18315,1612,5495,13months-control-replicate_2,Endo,Endo3
2404,18620,18292,5586,5488,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2405,9674,18303,2903,5491,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2406,978,18303,294,5491,13months-control-replicate_2,Oligo,Oligo1
2407,2816,18285,845,5486,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2408,15361,18278,4609,5484,13months-control-replicate_2,OPC,OPC
2409,11974,18286,3593,5486,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2410,5738,18290,1722,5487,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2411,11376,18284,3413,5486,13months-control-replicate_2,Astro,Astro2
2412,7629,18288,2289,5487,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2413,13450,18273,4035,5482,13months-control-replicate_2,Micro,Micro1
2414,18145,18276,5444,5483,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2415,7466,18273,2240,5482,13months-control-replicate_2,Endo,Endo1
2416,9520,18278,2856,5484,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2417,8598,18269,2580,5481,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2418,4454,18256,1337,5477,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2419,19592,18258,5878,5478,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2420,1159,18252,348,5476,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2421,13549,18239,4065,5472,13months-control-replicate_2,Micro,Micro1
2422,13088,18227,3927,5469,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2423,9735,18233,2921,5470,13months-control-replicate_2,Inh,Sst
2424,7808,18223,2343,5467,13months-control-replicate_2,Inh,Pvalb
2425,1250,18224,375,5468,13months-control-replicate_2,Endo,Endo1
2426,18850,18225,5655,5468,13months-control-replicate_2,Oligo,Oligo3
2427,5097,18209,1529,5463,13months-control-replicate_2,Inh,Sst
2428,11724,18205,3518,5462,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2429,2081,18228,625,5469,13months-control-replicate_2,CTX-Ex,CTX-Ex2
2430,17917,18214,5375,5465,13months-control-replicate_2,CTX-Ex,CTX-Ex3
2431,10396,18207,3119,5463,13months-control-replicate_2,CTX-Ex,CTX-Ex4
2432,18375,18196,5513,5459,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2433,6110,18208,1833,5463,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2434,12181,18196,3655,5459,13months-control-replicate_2,Inh,Pvalb
2435,12911,18203,3874,5461,13months-control-replicate_2,CTX-Ex,CTX-Ex1
2436,9494,18198,2849,5460,13months-control-replicate_2,Astro,Astro1
